NAME,GEOID,variable,estimate
"Lincoln Parish, Louisiana",22061,POP,46742
"Webster Parish, Louisiana",22119,POP,38340
"Iberville Parish, Louisiana",22047,POP,32511
"Livingston Parish, Louisiana",22063,POP,140789
"Orleans Parish, Louisiana",22071,POP,390144
"Pickens County, Alabama",01107,POP,19930
"Sumter County, Alabama",01119,POP,12427
"Jefferson County, Alabama",01073,POP,658573
"Choctaw County, Alabama",01023,POP,12589
"Franklin County, Alabama",01059,POP,31362
"Marengo County, Alabama",01091,POP,18863
"Russell County, Alabama",01113,POP,57961
"Cherokee County, Alabama",01019,POP,26196
"Covington County, Alabama",01039,POP,37049
"Crenshaw County, Alabama",01041,POP,13772
"Dallas County, Alabama",01047,POP,37196
"Lauderdale County, Alabama",01077,POP,92729
"Lowndes County, Alabama",01085,POP,9726
"Macon County, Alabama",01087,POP,18068
"Limestone County, Alabama",01083,POP,98915
"Shelby County, Alabama",01117,POP,217702
"St. Clair County, Alabama",01115,POP,89512
"Baldwin County, Alabama",01003,POP,223234
"Elmore County, Alabama",01051,POP,81209
"Houston County, Alabama",01069,POP,105882
"Talladega County, Alabama",01121,POP,79978
"Tuscaloosa County, Alabama",01125,POP,209355
"Clay County, Alabama",01027,POP,13235
"Coffee County, Alabama",01031,POP,52342
"Pike County, Alabama",01109,POP,33114
"Colbert County, Alabama",01033,POP,55241
"Coosa County, Alabama",01037,POP,10663
"Hale County, Alabama",01065,POP,14651
"Etowah County, Alabama",01055,POP,102268
"Escambia County, Alabama",01053,POP,36633
"Lamar County, Alabama",01075,POP,13805
"Butler County, Alabama",01013,POP,19448
"Perry County, Alabama",01105,POP,8923
"Walker County, Alabama",01127,POP,63521
"Conecuh County, Alabama",01035,POP,12067
"Greene County, Alabama",01063,POP,8111
"Bibb County, Alabama",01007,POP,22394
"Calhoun County, Alabama",01015,POP,113605
"Chambers County, Alabama",01017,POP,33254
"Fayette County, Alabama",01057,POP,16302
"Montgomery County, Alabama",01101,POP,226486
"Wells County, Indiana",18179,POP,28296
"Allen County, Indiana",18003,POP,379299
"Decatur County, Indiana",18031,POP,26559
"Delaware County, Indiana",18035,POP,114135
"Floyd County, Indiana",18043,POP,78522
"Jefferson County, Indiana",18077,POP,32308
"Marion County, Alabama",01093,POP,29709
"Jennings County, Indiana",18079,POP,27735
"Johnson County, Indiana",18081,POP,158167
"Miami County, Indiana",18103,POP,35516
"Morgan County, Indiana",18109,POP,70489
"Gibson County, Indiana",18051,POP,33659
"Newton County, Indiana",18111,POP,13984
"Orange County, Indiana",18117,POP,19646
"St. Joseph County, Indiana",18141,POP,271826
"Kosciusko County, Indiana",18085,POP,79456
"Marshall County, Indiana",18099,POP,46258
"Switzerland County, Indiana",18155,POP,10751
"Vanderburgh County, Indiana",18163,POP,181451
"Broomfield County, Colorado",08014,POP,70465
"Kent County, Delaware",10001,POP,180786
"New Haven County, Connecticut",09009,POP,854757
"Windham County, Connecticut",09015,POP,116782
"Crittenden County, Kentucky",21055,POP,8806
"Johnson County, Kentucky",21115,POP,22188
"Menifee County, Kentucky",21165,POP,6489
"Perry County, Kentucky",21193,POP,25758
"Clay County, Kentucky",21051,POP,19901
"Breathitt County, Kentucky",21025,POP,12630
"Graves County, Kentucky",21083,POP,37266
"Butler County, Kentucky",21031,POP,12879
"Harrison County, Kentucky",21097,POP,18886
"Lyon County, Kentucky",21143,POP,8210
"Wayne County, Kentucky",21231,POP,20333
"Trigg County, Kentucky",21221,POP,14651
"Leslie County, Kentucky",21131,POP,9877
"Knox County, Kentucky",21121,POP,31145
"Livingston County, Kentucky",21139,POP,9194
"Shelby County, Kentucky",21211,POP,49024
"Breckinridge County, Kentucky",21027,POP,20477
"Kenton County, Kentucky",21117,POP,166998
"Madison County, Kentucky",21151,POP,92987
"Owsley County, Kentucky",21189,POP,4415
"Taylor County, Kentucky",21217,POP,25769
"Todd County, Kentucky",21219,POP,12294
"Clinton County, Kentucky",21053,POP,10218
"Richland Parish, Louisiana",22083,POP,20122
"Calcasieu Parish, Louisiana",22019,POP,203436
"Avoyelles Parish, Louisiana",22009,POP,40144
"Pointe Coupee Parish, Louisiana",22077,POP,21730
"Lafourche Parish, Louisiana",22057,POP,97614
"Tensas Parish, Louisiana",22107,POP,4334
"Lincoln County, Maine",23015,POP,34634
"Piscataquis County, Maine",23021,POP,16785
"Washington County, Maine",23029,POP,31379
"Knox County, Maine",23013,POP,39772
"Kennebec County, Maine",23011,POP,122302
"Hancock County, Maine",23009,POP,54987
"Baltimore city, Maryland",24510,POP,593490
"Harford County, Maryland",24025,POP,255441
"Prince George's County, Maryland",24033,POP,909327
"Whitfield County, Georgia",13313,POP,104628
"Troup County, Georgia",13285,POP,69922
"Marion County, Georgia",13197,POP,8359
"Worth County, Georgia",13321,POP,20247
"Evans County, Georgia",13109,POP,10654
"Effingham County, Georgia",13103,POP,64296
"Emanuel County, Georgia",13107,POP,22646
"Chatham County, Georgia",13051,POP,289430
"Lanier County, Georgia",13173,POP,10423
"Mitchell County, Georgia",13205,POP,21863
"Twiggs County, Georgia",13289,POP,8120
"Talbot County, Georgia",13263,POP,6195
"Thomas County, Georgia",13275,POP,44451
"Montgomery County, Georgia",13209,POP,9172
"Randolph County, Georgia",13243,POP,6778
"Worcester County, Maryland",24047,POP,52276
"York County, Maine",23031,POP,207641
"Franklin County, Maine",23007,POP,30199
"Somerset County, Maine",23025,POP,50484
"Somerset County, Maryland",24039,POP,25616
"Talbot County, Maryland",24041,POP,37181
"Allegany County, Maryland",24001,POP,70416
"Howard County, Maryland",24027,POP,325690
"Ransom County, North Dakota",38073,POP,5218
"Sioux County, North Dakota",38085,POP,4230
"Golden Valley County, North Dakota",38033,POP,1761
"Towner County, North Dakota",38095,POP,2189
"Divide County, North Dakota",38023,POP,2264
"Sargent County, North Dakota",38081,POP,3898
"Meigs County, Ohio",39105,POP,22907
"Champaign County, Ohio",39021,POP,38885
"Greene County, Ohio",39057,POP,168937
"Lawrence County, Ohio",39087,POP,59463
"Morgan County, Ohio",39115,POP,14508
"Wyandot County, Ohio",39175,POP,21772
"Erie County, Ohio",39043,POP,74266
"Beaver County, Oklahoma",40007,POP,5311
"Hughes County, Oklahoma",40063,POP,13279
"Comanche County, Oklahoma",40031,POP,120749
"Adair County, Oklahoma",40001,POP,22194
"Stephens County, Oklahoma",40137,POP,43143
"Carter County, Oklahoma",40019,POP,48111
"Brunswick County, Virginia",51025,POP,16231
"Northampton County, Virginia",51131,POP,11710
"Rockbridge County, Virginia",51163,POP,22573
"Norton city, Virginia",51720,POP,3981
"Klickitat County, Washington",53039,POP,22425
"Grays Harbor County, Washington",53027,POP,75061
"Wahkiakum County, Washington",53069,POP,4488
"Grant County, Washington",53025,POP,97733
"Snohomish County, Washington",53061,POP,822083
"Summers County, West Virginia",54089,POP,12573
"Greenbrier County, West Virginia",54025,POP,34662
"Mineral County, West Virginia",54057,POP,26868
"Lewis County, West Virginia",54041,POP,15907
"Pocahontas County, West Virginia",54075,POP,8247
"Randolph County, West Virginia",54083,POP,28695
"Wirt County, West Virginia",54105,POP,5821
"Clay County, West Virginia",54015,POP,8508
"Monongalia County, West Virginia",54061,POP,105612
"Wetzel County, West Virginia",54103,POP,15065
"Kanawha County, West Virginia",54039,POP,178124
"Preston County, West Virginia",54077,POP,33432
"Ritchie County, West Virginia",54085,POP,9554
"Lincoln County, West Virginia",54043,POP,20409
"Braxton County, West Virginia",54007,POP,13957
"Boone County, West Virginia",54005,POP,21457
"Wyoming County, West Virginia",54109,POP,20394
"Dunn County, Wisconsin",55033,POP,45368
"Grant County, Wisconsin",55043,POP,51439
"Sheboygan County, Wisconsin",55117,POP,115340
"Menominee County, Wisconsin",55078,POP,4556
"Buffalo County, Wisconsin",55011,POP,13031
"La Crosse County, Wisconsin",55063,POP,118016
"Marathon County, Wisconsin",55073,POP,135692
"Trempealeau County, Wisconsin",55121,POP,29649
"Dodge County, Wisconsin",55027,POP,87839
"Vilas County, Wisconsin",55125,POP,22195
"Manitowoc County, Wisconsin",55071,POP,78981
"Burnett County, Wisconsin",55013,POP,15414
"Door County, Wisconsin",55029,POP,27668
"Benewah County, Idaho",16009,POP,9298
"Bonner County, Idaho",16017,POP,45739
"Clark County, Idaho",16033,POP,845
"Custer County, Idaho",16037,POP,4315
"Elmore County, Idaho",16039,POP,27511
"Fremont County, Idaho",16043,POP,13099
"Madison County, Idaho",16065,POP,39907
"Shoshone County, Idaho",16079,POP,12882
"Idaho County, Idaho",16049,POP,16667
"Teton County, Idaho",16081,POP,12142
"Power County, Idaho",16077,POP,7681
"Washington County, Idaho",16087,POP,10194
"Hancock County, Illinois",17067,POP,17708
"Madison County, Illinois",17119,POP,262966
"Grundy County, Illinois",17063,POP,51054
"Kankakee County, Illinois",17091,POP,109862
"Mercer County, Illinois",17131,POP,15437
"DuPage County, Illinois",17043,POP,922921
"Sangamon County, Illinois",17167,POP,194672
"Alexander County, Illinois",17003,POP,5761
"Randolph County, Illinois",17157,POP,31782
"Cook County, Illinois",17031,POP,5150233
"Ogle County, Illinois",17141,POP,50643
"Morgan County, Illinois",17137,POP,33658
"Stephenson County, Illinois",17177,POP,44498
"White County, Illinois",17193,POP,13537
"Woodford County, Illinois",17203,POP,38459
"Henderson County, Illinois",17071,POP,6646
"McHenry County, Illinois",17111,POP,307774
"Blackford County, Indiana",18009,POP,11758
"Carroll County, Indiana",18015,POP,20257
"Scott County, Indiana",18143,POP,23873
"Fountain County, Indiana",18045,POP,16346
"Elkhart County, Indiana",18039,POP,206341
"Crawford County, Indiana",18025,POP,10577
"Greene County, Indiana",18055,POP,31922
"Marion County, Indiana",18097,POP,964582
"Benton County, Iowa",19011,POP,25645
"Butler County, Iowa",19023,POP,14439
"Fremont County, Iowa",19071,POP,6960
"Pocahontas County, Iowa",19151,POP,6619
"Taylor County, Iowa",19173,POP,6121
"Van Buren County, Iowa",19177,POP,7044
"Worth County, Iowa",19195,POP,7381
"Adams County, Iowa",19003,POP,3602
"Audubon County, Iowa",19009,POP,5496
"Chickasaw County, Iowa",19037,POP,11933
"Davis County, Iowa",19051,POP,9000
"Dickinson County, Iowa",19059,POP,17258
"Johnson County, Iowa",19103,POP,151140
"Monroe County, Iowa",19135,POP,7707
"Tama County, Iowa",19171,POP,16854
"Sioux County, Iowa",19167,POP,34855
"Franklin County, Iowa",19069,POP,10070
"Carroll County, Iowa",19027,POP,20165
"Cerro Gordo County, Iowa",19033,POP,42450
"Floyd County, Iowa",19067,POP,15642
"Hardin County, Iowa",19083,POP,16846
"Lucas County, Iowa",19117,POP,8600
"Lyon County, Iowa",19119,POP,11755
"Palo Alto County, Iowa",19147,POP,8886
"Shelby County, Iowa",19165,POP,11454
"Henry County, Iowa",19087,POP,19954
"Jasper County, Iowa",19099,POP,37185
"Page County, Iowa",19145,POP,15107
"Poweshiek County, Iowa",19157,POP,18504
"Pottawattamie County, Iowa",19155,POP,93206
"Clayton County, Iowa",19043,POP,17549
"Bremer County, Iowa",19017,POP,25062
"Buena Vista County, Iowa",19021,POP,19620
"Emmet County, Iowa",19063,POP,9208
"Guthrie County, Iowa",19077,POP,10689
"Humboldt County, Iowa",19091,POP,9558
"Marion County, Iowa",19125,POP,33253
"Washington County, Iowa",19183,POP,21965
"Wayne County, Georgia",13305,POP,29927
"Baldwin County, Georgia",13009,POP,44890
"Clarke County, Georgia",13059,POP,128331
"Echols County, Georgia",13101,POP,4006
"Haralson County, Georgia",13143,POP,29792
"Jones County, Georgia",13169,POP,28735
"Murray County, Georgia",13213,POP,40096
"Rabun County, Georgia",13241,POP,17137
"Treutlen County, Georgia",13283,POP,6901
"Atkinson County, Georgia",13003,POP,8165
"Bacon County, Georgia",13005,POP,11164
"Middlesex County, Massachusetts",25017,POP,1611699
"Hampden County, Massachusetts",25013,POP,466372
"Franklin County, Massachusetts",25011,POP,70180
"Hampshire County, Massachusetts",25015,POP,160830
"Monroe County, Michigan",26115,POP,150500
"Hillsdale County, Michigan",26059,POP,45605
"Oceana County, Michigan",26127,POP,26467
"Lapeer County, Michigan",26087,POP,87607
"Keweenaw County, Michigan",26083,POP,2116
"Ottawa County, Michigan",26139,POP,291830
"Alpena County, Michigan",26007,POP,28405
"Kalkaska County, Michigan",26079,POP,18038
"Ogemaw County, Michigan",26129,POP,20997
"Crawford County, Michigan",26039,POP,14029
"Gratiot County, Michigan",26057,POP,40711
"Ingham County, Michigan",26065,POP,292406
"Menominee County, Michigan",26109,POP,22780
"St. Joseph County, Michigan",26149,POP,60964
"Washtenaw County, Michigan",26161,POP,367601
"Cass County, Michigan",26027,POP,51787
"Benzie County, Michigan",26019,POP,17766
"Wayne County, Michigan",26163,POP,1749343
"Jackson County, Michigan",26075,POP,158510
"Genesee County, Michigan",26049,POP,405813
"Shiawassee County, Michigan",26155,POP,68122
"Charlevoix County, Michigan",26029,POP,26143
"Gogebic County, Michigan",26053,POP,13975
"Meeker County, Minnesota",27093,POP,23222
"Pennington County, Minnesota",27113,POP,14119
"Wilkin County, Minnesota",27167,POP,6207
"Clay County, Minnesota",27027,POP,64222
"Fillmore County, Minnesota",27045,POP,21067
"Polk County, Minnesota",27119,POP,31364
"Roseau County, Minnesota",27135,POP,15165
"Watonwan County, Minnesota",27165,POP,10897
"Big Stone County, Minnesota",27011,POP,4991
"Cass County, Minnesota",27021,POP,29779
"Goodhue County, Minnesota",27049,POP,46340
"Jackson County, Minnesota",27063,POP,9846
"Nobles County, Minnesota",27105,POP,21629
"Sherburne County, Minnesota",27141,POP,97238
"Carver County, Minnesota",27019,POP,105089
"Itasca County, Minnesota",27061,POP,45130
"Ramsey County, Minnesota",27123,POP,550321
"Winona County, Minnesota",27169,POP,50484
"Dodge County, Minnesota",27039,POP,20934
"Pipestone County, Minnesota",27117,POP,9126
"Wright County, Minnesota",27171,POP,138377
"Somerset County, Pennsylvania",42111,POP,73447
"Ralls County, Missouri",29173,POP,10309
"Custer County, Montana",30017,POP,11402
"Powder River County, Montana",30075,POP,1682
"Roosevelt County, Montana",30085,POP,11004
"Liberty County, Montana",30051,POP,2337
"Richland County, Montana",30083,POP,10803
"Toole County, Montana",30101,POP,4736
"Daniels County, Montana",30019,POP,1690
"Judith Basin County, Montana",30045,POP,2007
"Deer Lodge County, Montana",30023,POP,9140
"McCone County, Montana",30055,POP,1664
"Rosebud County, Montana",30087,POP,8937
"Dawson County, Montana",30021,POP,8613
"Broadwater County, Montana",30007,POP,6237
"Phillips County, Montana",30071,POP,3954
"Blaine County, Nebraska",31009,POP,465
"Deuel County, Nebraska",31049,POP,1794
"Logan County, Nebraska",31113,POP,748
"Thayer County, Nebraska",31169,POP,5003
"Adams County, Nebraska",31001,POP,31363
"Boone County, Nebraska",31011,POP,5192
"Rock County, Nebraska",31149,POP,1357
"Sherman County, Nebraska",31163,POP,3001
"Howard County, Nebraska",31093,POP,6445
"Gosper County, Nebraska",31073,POP,1990
"Sarpy County, Nebraska",31153,POP,187196
"Boyd County, Nebraska",31015,POP,1919
"Fillmore County, Nebraska",31059,POP,5462
"Hooker County, Nebraska",31091,POP,682
"Seward County, Nebraska",31159,POP,17284
"Webster County, Nebraska",31181,POP,3487
"Butler County, Nebraska",31023,POP,8016
"Arthur County, Nebraska",31005,POP,463
"Gage County, Nebraska",31067,POP,21513
"Kearney County, Nebraska",31099,POP,6495
"Madison County, Nebraska",31119,POP,35099
"Phelps County, Nebraska",31137,POP,9034
"Wayne County, Nebraska",31179,POP,9385
"Knox County, Nebraska",31107,POP,8332
"Merrick County, Nebraska",31121,POP,7755
"Pawnee County, Nebraska",31133,POP,2613
"Wheeler County, Nebraska",31183,POP,783
"Lander County, Nevada",32015,POP,5532
"Esmeralda County, Nevada",32009,POP,873
"Mineral County, Nevada",32021,POP,4505
"Waushara County, Wisconsin",55137,POP,24443
"Fond du Lac County, Wisconsin",55039,POP,103403
"Pepin County, Wisconsin",55091,POP,7287
"Richland County, Wisconsin",55103,POP,17252
"Lafayette County, Wisconsin",55065,POP,16665
"Pierce County, Wisconsin",55093,POP,42754
"Calumet County, Wisconsin",55015,POP,50089
"Columbiana County, Ohio",39029,POP,101883
"Fulton County, Ohio",39051,POP,42126
"Gallia County, Ohio",39053,POP,29898
"Mahoning County, Ohio",39099,POP,228683
"Scioto County, Ohio",39145,POP,75314
"Morrow County, Ohio",39117,POP,35328
"Preble County, Ohio",39135,POP,40882
"Allen County, Ohio",39003,POP,102351
"Crawford County, Ohio",39033,POP,41494
"Guernsey County, Ohio",39059,POP,38875
"Mercer County, Ohio",39107,POP,41172
"Clark County, Ohio",39023,POP,134083
"Lorain County, Ohio",39093,POP,309833
"Montgomery County, Ohio",39113,POP,531687
"Warren County, Ohio",39165,POP,234602
"Ashtabula County, Ohio",39007,POP,97241
"Kay County, Oklahoma",40071,POP,43538
"Craig County, Oklahoma",40035,POP,14142
"Canadian County, Oklahoma",40017,POP,148306
